Season,Player,Team,Position,ovr_pct,evo_pct,evd_pct,ppl_pct,pkl_pct,fin_pct,gol_pct,xgl_pct,ast_pct,pen_pct,hit_pct,ozs_pct,pdo_pct,tmt_pct,cmp_pct,ovr_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,ozs_rank,pdo_rank,tmt_rank,cmp_rank,all_players,ppl_players,pkl_players,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Player ID,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,Age,ovr_history,evo_history,evd_history,team_history
2017-2018,Marc Methot,DAL,D,11.5,2.1,72.0,,33.1,30.9,17.3,12.3,7.0,27.2,69.5,12.3,96.7,80.2,83.5,216,239,69,,116.0,169,202,214,227,151,75,213,9,49,41,243,105,172,Third Pair,36.0,643.8,1.0,2.0,3.0,1.1349940097926863,64.51612903225806,48.90890060542112,8470760,D,76.0,230.0,1985-06-21,CAN,2003.0,6.0,168.0,L,32,"[28, 66, 1, 38, 9]","[4, 35, 0, 5, 4]","[79, 87, 70, 80, 62]","['OTT', 'OTT', 'OTT', 'OTT', 'DAL']"
2017-2018,Marc Staal,NYR,D,18.5,56.8,6.6,,68.6,3.7,12.3,66.3,22.2,65.4,39.9,3.3,82.7,34.6,64.2,199,106,228,,55.0,235,214,83,190,67,147,235,43,160,88,243,105,172,Second Pair,72.0,1334.3166666666666,1.0,7.0,8.0,4.346767297338351,51.24999999999999,45.88586435363435,8471686,D,76.0,208.0,1987-01-13,CAN,2005.0,1.0,12.0,L,30,"[58, 19, 4, 48, 15]","[75, 70, 43, 66, 54]","[44, 9, 7, 31, 2]","['NYR', 'NYR', 'NYR', 'NYR', 'NYR']"
2017-2018,Marc-Edouard Vlasic,SJS,D,98.8,73.7,99.2,7.6,32.6,91.8,88.1,84.8,49.0,95.5,5.3,5.8,53.9,63.0,99.2,4,65,3,98.0,117.0,21,30,38,125,12,231,229,113,91,3,243,105,172,First Pair,81.0,1826.4333333333336,11.0,21.0,32.0,8.028404802855352,49.56521739130435,49.73198186750477,8471709,D,73.0,205.0,1987-03-30,CAN,2005.0,2.0,35.0,L,30,"[100, 98, 99, 94, 99]","[93, 89, 81, 61, 75]","[100, 97, 99, 98, 100]","['SJS', 'SJS', 'SJS', 'SJS', 'SJS']"
2017-2018,Marco Scandella,BUF,D,39.1,4.1,86.0,5.7,30.8,67.1,53.1,41.2,34.2,55.6,27.6,37.9,24.3,43.2,77.4,149,234,35,100.0,120.0,81,115,144,161,83,177,151,185,139,56,243,105,172,First Pair,82.0,1911.9833333333331,5.0,17.0,22.0,6.031290928346199,41.284403669724774,45.53310641060595,8474618,D,75.0,212.0,1990-02-23,CAN,2008.0,2.0,55.0,L,27,"[69, 78, 77, 65, 16]","[15, 48, 17, 20, 0]","[83, 93, 84, 76, 89]","['MIN', 'MIN', 'MIN', 'MIN', 'BUF']"
2017-2018,Mark Barberio,COL,D,63.8,68.3,74.1,,52.3,21.8,43.2,67.9,63.8,21.8,11.5,32.1,54.3,18.5,66.7,89,78,64,,83.0,191,139,79,89,163,216,165,112,199,82,243,105,172,Third Pair,46.0,794.8833333333333,3.0,10.0,13.0,2.8203886686579183,52.5,50.13719551377511,8474717,D,73.0,200.0,1990-03-23,CAN,2008.0,6.0,152.0,L,27,"[45, 70, 69, 68, 56]","[62, 68, 66, 72, 66]","[63, 66, 64, 62, 81]","['TBL', 'TBL', 'MTL', 'COL', 'COL']"
2017-2018,Mark Borowiecki,OTT,D,42.0,25.5,67.9,,51.2,40.7,46.9,62.1,16.0,39.1,100.0,13.2,15.6,8.6,47.7,142,182,79,,85.0,145,130,93,205,123,1,211,206,223,128,243,105,172,Third Pair,52.0,761.4,3.0,8.0,11.0,3.0531909198958216,44.06779661016949,49.34998651823036,8474697,D,74.0,204.0,1989-07-12,CAN,2008.0,5.0,139.0,L,28,"[None, 31, 19, 22, 66]","[None, 14, 12, 12, 50]","[None, 60, 45, 76, 65]","[None, 'OTT', 'OTT', 'OTT', 'OTT']"
2017-2018,Mark Giordano,CGY,D,100.0,97.9,97.9,84.8,89.0,79.4,77.4,83.1,42.8,42.4,28.0,67.1,40.7,95.1,98.4,1,6,6,17.0,20.0,51,56,42,140,115,176,80,145,13,5,243,105,172,First Pair,82.0,2032.5833333333333,13.0,25.0,38.0,10.720484135001684,51.78571428571429,57.42940947931228,8470966,D,72.0,202.0,1983-10-03,CAN,,,,L,33,"[94, 95, 96, 97, 100]","[89, 83, 93, 81, 99]","[89, 91, 87, 96, 99]","['CGY', 'CGY', 'CGY', 'CGY', 'CGY']"
2017-2018,Mark Pysyk,FLA,D,90.1,67.9,91.4,,43.6,23.0,39.9,54.3,59.7,93.4,33.3,20.2,27.6,25.9,37.0,25,79,22,,98.0,188,147,112,99,14,163,194,177,181,154,243,105,172,Second Pair,82.0,1538.4166666666667,3.0,13.0,16.0,4.454111744096731,46.774193548387096,50.54728110754575,8475796,D,73.0,205.0,1992-01-11,CAN,2010.0,1.0,23.0,R,25,"[27, None, 31, 82, 95]","[24, None, 57, 36, 79]","[48, None, 68, 88, 92]","['BUF', None, 'BUF', 'FLA', 'FLA']"
2017-2018,Markus Nutivaara,CBJ,D,79.4,84.0,32.1,,,83.1,86.8,74.1,76.1,91.4,18.9,89.3,88.9,54.7,26.7,51,40,166,,,42,33,64,59,19,198,27,28,111,179,243,105,172,Third Pair,61.0,977.7333333333332,7.0,16.0,23.0,3.5697415834613224,58.82352941176471,53.799557943316934,8478906,D,73.0,187.0,1994-06-06,FIN,2015.0,7.0,189.0,L,23,"[None, None, None, 53, 89]","[None, None, None, 66, 90]","[None, None, None, 23, 41]","[None, None, None, 'CBJ', 'CBJ']"
2017-2018,Mathew Dumba,MIN,D,25.1,7.0,44.0,18.1,54.7,97.9,90.1,49.4,71.2,50.6,43.2,41.2,97.1,97.5,62.1,183,227,137,87.0,79.0,6,25,124,71,95,139,143,8,7,93,243,105,172,First Pair,82.0,1952.8166666666664,14.0,36.0,50.0,9.513054218671497,57.25190839694656,50.3147251740417,8476856,D,72.0,191.0,1994-07-25,CAN,2012.0,1.0,7.0,R,23,"[None, 74, 39, 42, 19]","[None, 58, 13, 20, 4]","[None, 68, 32, 55, 35]","[None, 'MIN', 'MIN', 'MIN', 'MIN']"
2017-2018,Matt Benning,EDM,D,59.7,44.0,51.0,59.0,,82.3,75.3,65.8,50.2,71.8,82.3,85.6,67.1,65.4,25.1,99,137,120,44.0,,44,61,84,122,56,44,36,81,85,183,243,105,172,Third Pair,73.0,1261.6,6.0,15.0,21.0,5.197753834878314,51.02040816326531,50.91946941158214,8476988,D,73.0,220.0,1994-05-25,CAN,2012.0,6.0,175.0,R,23,"[None, None, None, 59, 61]","[None, None, None, 28, 58]","[None, None, None, 68, 32]","[None, None, None, 'EDM', 'EDM']"
2017-2018,Matt Grzelcyk,BOS,D,76.1,64.2,71.2,45.7,,32.9,64.2,83.5,42.4,78.8,29.2,51.9,98.8,64.2,5.3,59,88,71,58.0,,164,88,41,141,43,173,117,4,88,231,243,105,172,Third Pair,61.0,1021.1833333333334,3.0,12.0,15.0,4.088383093075304,70.96774193548387,57.28376547859841,8476891,D,70.0,180.0,1994-01-05,USA,2012.0,3.0,85.0,L,23,"[None, None, None, None, 77]","[None, None, None, None, 63]","[None, None, None, None, 71]","[None, None, None, None, 'BOS']"
2017-2018,Matt Hunwick,PIT,D,44.4,73.3,18.9,,35.5,28.4,35.4,34.6,75.3,54.7,61.3,28.8,36.2,70.4,46.5,136,66,198,,112.0,175,158,160,61,85,95,173,156,73,131,243,105,172,Third Pair,42.0,735.45,4.0,6.0,10.0,2.193182892343998,43.859649122807014,47.83367004940968,8471436,D,71.0,194.0,1985-05-21,USA,2004.0,7.0,224.0,L,32,"[None, 25, 10, 71, 36]","[None, 65, 70, 90, 55]","[None, 19, 13, 42, 14]","[None, 'NYR', 'TOR', 'TOR', 'PIT']"
2017-2018,Matt Irwin,NSH,D,66.7,24.7,75.7,,,52.7,53.9,61.7,23.9,70.0,82.7,68.3,81.5,55.1,13.2,82,184,60,,,116,113,94,186,60,43,77,46,110,212,243,105,172,Third Pair,50.0,671.6,2.0,6.0,8.0,2.3811163486599654,51.06382978723404,47.68064051729117,8475625,D,74.0,200.0,1987-11-29,CAN,,,,L,29,"[18, 61, None, 76, 53]","[28, 63, None, 25, 27]","[28, 41, None, 84, 67]","['SJS', 'SJS', None, 'NSH', 'NSH']"
2017-2018,Matt Niskanen,WSH,D,89.7,82.7,95.1,,97.1,74.9,73.7,65.4,84.8,7.8,65.4,7.8,95.1,69.1,93.0,26,43,13,,6.0,62,65,85,38,196,85,224,13,76,18,243,105,172,First Pair,68.0,1537.2833333333333,7.0,22.0,29.0,4.877498473363323,56.75675675675676,49.150268667078265,8471702,D,73.0,203.0,1986-12-06,USA,2005.0,1.0,28.0,R,30,"[82, 82, 93, 87, 82]","[81, 84, 89, 78, 81]","[94, 94, 97, 93, 85]","['PIT', 'WSH', 'WSH', 'WSH', 'WSH']"
2017-2018,Mattias Ekholm,NSH,D,97.9,87.7,98.8,17.1,98.3,11.5,42.4,64.6,67.9,39.9,18.1,33.7,56.8,86.4,85.2,6,31,4,88.0,4.0,216,141,87,79,121,200,161,106,34,37,243,105,172,First Pair,81.0,1909.7666666666669,10.0,24.0,34.0,6.856924246677158,54.23728813559322,53.926824707050066,8475218,D,77.0,225.0,1990-05-24,SWE,2009.0,4.0,102.0,L,27,"[70, 91, 94, 93, 98]","[58, 84, 84, 68, 91]","[75, 96, 96, 99, 98]","['NSH', 'NSH', 'NSH', 'NSH', 'NSH']"
2017-2018,Michael Del Zotto,VAN,D,18.9,61.7,3.7,36.2,65.7,86.0,85.6,68.3,39.5,63.4,90.1,55.6,36.6,24.3,64.6,198,94,235,68.0,60.0,35,36,78,148,72,25,108,155,185,87,243,105,172,Second Pair,82.0,1705.9333333333334,6.0,16.0,22.0,5.935086775113415,46.15384615384615,44.4644253159241,8474584,D,72.0,195.0,1990-06-24,CAN,2008.0,1.0,20.0,L,27,"[22, 30, 38, 66, 3]","[70, 75, 40, 65, 65]","[4, 7, 24, 17, 1]","['NSH', 'PHI', 'PHI', 'PHI', 'VAN']"
2017-2018,Michael Stone,CGY,D,9.1,57.6,10.3,,17.4,71.6,44.0,19.3,35.0,21.4,69.1,27.2,39.9,29.2,35.8,222,104,219,,143.0,70,137,197,159,164,76,177,147,173,157,243,105,172,Third Pair,82.0,1373.2666666666669,3.0,7.0,10.0,3.6952372594389966,43.90243902439025,52.29346613685225,8474628,D,75.0,210.0,1990-06-07,CAN,2008.0,3.0,69.0,R,27,"[6, 6, 3, 7, 25]","[13, 63, 54, 32, 71]","[10, 6, 7, 7, 15]","['PHX', 'ARI', 'ARI', 'CGY', 'CGY']"
2017-2018,Michal Kempny,WSH,D,70.4,77.0,74.5,,,51.9,65.8,73.7,54.3,24.3,59.7,65.0,68.3,28.4,30.9,73,57,63,,,118,84,65,112,158,99,85,78,175,169,243,105,172,Third Pair,53.0,843.3833333333333,3.0,7.0,10.0,2.6509969788530294,59.70149253731343,51.50276989598436,8479482,D,73.0,190.0,1990-09-08,CZE,,,,L,26,"[None, None, None, 71, 70]","[None, None, None, 75, 75]","[None, None, None, 71, 76]","[None, None, None, 'CHI', 'WSH']"
2017-2018,Mike Green,DET,D,29.2,39.1,31.3,41.0,,93.8,90.9,77.0,50.6,25.9,44.4,80.2,35.0,43.6,58.0,173,149,168,63.0,,16,23,57,121,154,136,49,159,138,103,243,105,172,First Pair,66.0,1457.4166666666667,8.0,25.0,33.0,7.810946082842788,46.590909090909086,46.86750031098949,8471242,D,73.0,210.0,1985-10-12,CAN,2004.0,1.0,29.0,R,31,"[57, 86, 62, 67, 6]","[79, 71, 79, 31, 28]","[67, 81, 66, 61, 12]","['WSH', 'WSH', 'DET', 'DET', 'DET']"
2017-2018,Mike Matheson,FLA,D,20.2,46.1,10.7,62.9,72.7,81.5,86.4,90.9,27.6,42.0,9.5,11.9,33.3,75.7,42.4,195,132,218,40.0,48.0,46,34,23,177,116,221,214,163,60,141,243,105,172,Second Pair,81.0,1728.3166666666666,10.0,17.0,27.0,8.542098583832862,48.38709677419355,48.38118569241202,8476875,D,74.0,196.0,1994-02-27,CAN,2012.0,1.0,23.0,L,23,"[None, None, None, 26, 23]","[None, None, None, 27, 61]","[None, None, None, 17, 10]","[None, None, None, 'FLA', 'FLA']"
2017-2018,Mike Reilly,MTL,D,13.6,23.0,21.0,49.5,,59.7,51.4,33.7,91.8,31.7,26.7,84.0,52.7,52.3,17.3,211,188,193,54.0,,99,119,162,21,141,179,40,116,117,202,243,105,172,Third Pair,57.0,852.8666666666667,2.0,16.0,18.0,3.145599264129382,47.45762711864407,45.36505649977306,8476422,D,74.0,191.0,1993-07-13,USA,2011.0,4.0,98.0,L,24,"[None, None, 53, None, 9]","[None, None, 40, None, 18]","[None, None, 38, None, 20]","[None, None, 'MIN', None, 'MTL']"
2017-2018,Mikhail Sergachev,TBL,D,21.0,57.2,12.3,77.1,,55.6,88.9,97.1,97.9,26.7,64.6,100.0,93.4,95.9,6.6,193,105,214,25.0,,109,28,8,6,152,87,1,17,11,228,243,105,172,Third Pair,79.0,1213.4666666666667,9.0,31.0,40.0,7.8227843677393905,58.51063829787234,52.49934177966249,8479410,D,75.0,212.0,1998-06-25,RUS,2016.0,1.0,9.0,L,19,"[None, None, None, None, 23]","[None, None, None, None, 56]","[None, None, None, None, 15]","[None, None, None, None, 'TBL']"
2017-2018,Mirco Mueller,NJD,D,53.5,26.3,56.0,,55.2,44.4,3.5,5.3,1.2,82.9,17.3,58.0,87.2,22.2,19.8,114,180,108,,78.0,136,228,231,241,35,202,102,32,190,196,243,105,172,Third Pair,28.0,466.9166666666667,0.0,4.0,4.0,0.7095137220616368,53.333333333333336,51.38268683264037,8477509,D,75.0,210.0,1995-03-21,CHE,2013.0,1.0,18.0,L,22,"[None, 48, None, None, 56]","[None, 23, None, None, 25]","[None, 53, None, None, 56]","[None, 'SJS', None, None, 'NJD']"
2017-2018,Morgan Rielly,TOR,D,72.4,94.7,5.8,72.4,7.6,7.8,61.3,88.1,93.0,96.3,15.2,24.3,35.4,69.5,100.0,68,14,230,30.0,160.0,225,95,30,18,10,207,184,158,75,1,243,105,172,Second Pair,76.0,1641.5833333333333,6.0,46.0,52.0,8.431205101807397,51.69491525423729,50.0249610842473,8476853,D,73.0,219.0,1994-03-09,CAN,2012.0,1.0,5.0,L,23,"[36, 68, 47, 41, 85]","[58, 77, 78, 90, 97]","[11, 24, 10, 13, 4]","['TOR', 'TOR', 'TOR', 'TOR', 'TOR']"
2017-2018,Nate Prosser,MIN,D,55.1,10.3,66.3,,72.1,66.3,55.1,2.9,35.4,90.5,74.5,11.5,90.5,79.4,9.5,110,219,83,,49.0,83,110,237,158,21,63,215,24,51,221,243,105,172,Third Pair,57.0,767.35,3.0,6.0,9.0,1.0778261337615467,58.139534883720934,52.39875053552021,8475613,D,74.0,201.0,1986-05-07,USA,,,,R,31,"[24, 36, 37, 37, 71]","[19, 16, 20, 16, 8]","[50, 59, 55, 51, 74]","['MIN', 'MIN', 'MIN', 'MIN', 'MIN']"
2017-2018,Nate Schmidt,VGK,D,74.9,74.9,64.6,33.3,15.1,13.2,41.2,79.4,58.0,86.4,16.0,53.5,95.9,70.8,61.3,62,62,87,71.0,147.0,212,144,51,103,28,205,113,11,72,95,243,105,172,First Pair,76.0,1690.3166666666666,5.0,31.0,36.0,6.07382515294976,55.85585585585585,51.370021863545915,8477220,D,72.0,197.0,1991-07-16,USA,,,,L,26,"[72, 64, 71, 70, 77]","[50, 49, 32, 71, 78]","[47, 58, 53, 69, 64]","['WSH', 'WSH', 'WSH', 'WSH', 'VGK']"
2017-2018,Nathan Beaulieu,BUF,D,46.5,60.9,22.6,30.5,,14.0,16.0,46.9,65.4,76.1,40.7,61.7,37.0,41.2,33.3,131,96,189,74.0,,210,205,130,85,49,145,93,154,144,163,243,105,172,Third Pair,59.0,940.8833333333332,1.0,8.0,9.0,3.0273737841747708,42.42424242424242,42.909696646877,8476470,D,74.0,200.0,1992-12-05,CAN,2011.0,1.0,17.0,L,24,"[None, 58, 43, 69, 29]","[None, 72, 58, 83, 35]","[None, 48, 27, 25, 23]","[None, 'MTL', 'MTL', 'MTL', 'BUF']"
2017-2018,Neal Pionk,NYR,D,26.7,28.8,35.4,40.0,32.0,33.7,29.6,69.5,96.7,57.6,72.4,1.6,86.8,5.8,76.1,179,174,158,64.0,118.0,162,172,75,9,82,68,239,33,230,59,243,105,172,First Pair,28.0,626.8499999999999,1.0,13.0,14.0,2.984240784113488,48.64864864864865,41.570801222079815,8480145,D,72.0,190.0,1995-07-29,USA,,,,R,22,"[None, None, None, None, 28]","[None, None, None, None, 27]","[None, None, None, None, 34]","[None, None, None, None, 'NYR']"
2017-2018,Nick Holden,BOS,D,44.9,62.6,51.4,,1.2,83.5,72.4,57.2,53.9,47.3,78.6,4.5,65.0,49.4,73.7,135,92,119,,171.0,41,68,105,113,103,53,232,86,124,65,243,105,172,Second Pair,73.0,1387.45,4.0,13.0,17.0,4.3961136528026605,46.788990825688074,51.34398758264231,8474207,D,76.0,210.0,1987-05-15,CAN,,,,L,30,"[71, 19, 23, 21, 67]","[65, 35, 63, 58, 68]","[44, 26, 21, 18, 75]","['COL', 'COL', 'COL', 'NYR', 'BOS']"
2017-2018,Nick Jensen,DET,D,61.7,48.1,76.1,,12.2,9.1,36.2,59.7,73.7,69.1,58.0,45.7,8.2,25.1,30.5,94,127,59,,152.0,222,156,99,65,62,103,132,224,183,170,243,105,172,Third Pair,81.0,1316.7,0.0,15.0,15.0,3.623290902627924,45.45454545454545,50.41850673132188,8475324,D,72.0,202.0,1990-09-21,USA,2009.0,5.0,150.0,R,26,"[None, None, None, 72, 56]","[None, None, None, 56, 45]","[None, None, None, 56, 86]","[None, None, None, 'DET', 'DET']"
2017-2018,Nick Leddy,NYI,D,56.4,70.8,11.5,81.9,,87.7,72.8,54.7,90.5,73.7,19.8,51.0,32.5,28.0,85.6,107,72,216,20.0,,31,67,111,24,52,196,119,165,176,36,243,105,172,First Pair,80.0,1793.6833333333334,10.0,32.0,42.0,7.499900436496159,40.44117647058824,44.73747438474921,8475181,D,72.0,205.0,1991-03-20,USA,2009.0,1.0,16.0,L,26,"[83, 94, 72, 76, 31]","[90, 94, 91, 83, 44]","[34, 64, 19, 22, 11]","['CHI', 'NYI', 'NYI', 'NYI', 'NYI']"
2017-2018,Nick Seeler,MIN,D,47.3,41.2,52.7,,,44.0,3.5,9.1,96.3,57.6,35.8,9.9,99.6,87.2,11.1,129,144,116,,,137,228,222,10,82,157,219,2,32,217,243,105,172,Third Pair,22.0,319.76666666666665,0.0,4.0,4.0,0.5430577889738585,66.66666666666666,57.1332594360243,8476372,D,75.0,197.0,1993-06-03,USA,2011.0,5.0,131.0,L,24,"[None, None, None, None, 48]","[None, None, None, None, 38]","[None, None, None, None, 53]","[None, None, None, None, 'MIN']"
2017-2018,Nikita Zadorov,COL,D,6.2,16.5,72.4,,44.8,64.6,32.5,28.8,51.0,1.2,93.0,15.6,34.2,4.9,96.3,229,204,68,,96.0,87,165,174,120,212,18,205,161,232,10,243,105,172,Second Pair,77.0,1498.8166666666666,7.0,13.0,20.0,4.4841255544021426,51.4018691588785,47.9337083847485,8477507,D,79.0,255.0,1995-04-16,RUS,2013.0,1.0,16.0,L,22,"[None, 10, 41, 4, 8]","[None, 19, 27, 10, 23]","[None, 39, 35, 67, 79]","[None, 'BUF', 'COL', 'COL', 'COL']"
2017-2018,Nikita Zaitsev,TOR,D,36.6,83.5,16.0,,14.0,67.5,60.1,16.9,61.7,10.7,77.4,22.6,73.7,76.1,78.2,155,41,205,,149.0,80,98,203,94,189,56,188,65,59,54,243,105,172,First Pair,60.0,1333.05,5.0,8.0,13.0,2.500477146868387,52.57731958762887,49.496983721611606,8479458,D,74.0,192.0,1991-10-29,RUS,,,,R,25,"[None, None, None, 46, 32]","[None, None, None, 89, 77]","[None, None, None, 21, 16]","[None, None, None, 'TOR', 'TOR']"
2017-2018,Niklas Hjalmarsson,ARI,D,95.1,19.3,100.0,,48.8,56.8,26.7,11.5,37.9,86.8,8.2,8.6,35.8,23.9,95.9,13,197,1,,89.0,106,179,216,152,27,224,222,157,186,11,243,105,172,Second Pair,48.0,993.5,1.0,8.0,9.0,1.6459574540583624,44.44444444444444,51.18793201725948,8471769,D,75.0,197.0,1987-06-06,SWE,2005.0,4.0,108.0,L,30,"[78, 89, 95, 95, 92]","[2, 22, 17, 21, 21]","[99, 100, 100, 99, 98]","['CHI', 'CHI', 'CHI', 'CHI', 'ARI']"
2017-2018,Niklas Kronwall,DET,D,11.1,27.6,25.5,61.0,,45.7,28.0,15.2,11.9,15.2,37.9,98.4,20.2,53.1,29.6,217,177,182,42.0,,133,176,207,215,179,152,5,195,115,172,243,105,172,Second Pair,79.0,1463.2333333333331,4.0,23.0,27.0,3.823302306879007,45.0,51.547948757642494,8468509,D,72.0,194.0,1981-01-12,SWE,2000.0,1.0,29.0,L,36,"[59, 22, 34, 14, 10]","[43, 40, 31, 62, 12]","[56, 15, 13, 14, 43]","['DET', 'DET', 'DET', 'DET', 'DET']"
2017-2018,Noah Hanifin,CAR,D,37.9,78.6,7.4,78.1,,56.4,68.7,81.1,87.7,38.7,30.5,95.9,6.2,70.0,18.5,152,53,226,24.0,,107,77,47,31,124,170,11,229,74,199,243,105,172,Second Pair,79.0,1489.95,10.0,22.0,32.0,9.465814630043232,45.28301886792453,54.86050249850854,8478396,D,75.0,206.0,1997-01-25,USA,2015.0,1.0,5.0,L,20,"[None, None, 18, 8, 69]","[None, None, 67, 62, 86]","[None, None, 6, 4, 18]","[None, None, 'CAR', 'CAR', 'CAR']"
2017-2018,Noah Juulsen,MTL,D,59.3,39.9,39.9,,46.5,55.1,47.7,24.3,15.6,94.4,96.3,21.8,65.8,12.8,72.4,100,147,147,,93.0,110,128,185,206,13,10,190,84,213,68,243,105,172,Second Pair,23.0,446.73333333333335,1.0,2.0,3.0,0.9654231810937541,47.368421052631575,45.793743008704794,8478454,D,74.0,201.0,1997-04-02,CAN,2015.0,1.0,26.0,R,20,"[None, None, None, None, 59]","[None, None, None, None, 38]","[None, None, None, None, 42]","[None, None, None, None, 'MTL']"
2017-2018,Oliver Ekman-Larsson,ARI,D,95.5,84.4,88.9,91.4,16.3,81.1,76.5,77.4,69.1,80.7,57.2,27.6,32.1,4.1,95.5,12,39,28,10.0,145.0,47,58,56,76,39,105,176,166,234,12,243,105,172,First Pair,82.0,1941.9166666666667,14.0,28.0,42.0,11.066265453859451,45.76271186440678,49.128704138828354,8475171,D,74.0,190.0,1991-07-17,SWE,2009.0,1.0,6.0,L,26,"[81, 88, 100, 74, 96]","[6, 76, 83, 76, 83]","[92, 89, 93, 74, 89]","['PHX', 'ARI', 'ARI', 'ARI', 'ARI']"
2017-2018,Olli Maatta,PIT,D,68.3,30.0,76.5,25.7,18.6,93.4,77.8,51.0,58.8,70.8,77.0,69.5,66.7,89.3,54.3,78,171,58,79.0,141.0,17,55,120,101,58,57,74,82,27,112,243,105,172,Second Pair,82.0,1537.9833333333331,7.0,22.0,29.0,5.245775316088924,48.51485148514851,50.56405912007209,8476874,D,74.0,207.0,1994-08-22,FIN,2012.0,1.0,22.0,L,23,"[80, 57, 67, 64, 70]","[68, 55, 49, 55, 20]","[70, 44, 68, 75, 79]","['PIT', 'PIT', 'PIT', 'PIT', 'PIT']"
2017-2018,Oscar Fantenberg,LAK,D,55.6,34.6,40.3,56.2,,63.4,97.1,81.5,4.1,89.5,88.9,96.3,95.5,33.7,5.8,109,160,146,47.0,,90,8,46,234,22,28,10,12,162,230,243,105,172,Third Pair,27.0,385.0833333333333,2.0,7.0,9.0,1.8817119600296128,53.84615384615385,45.18844640425932,8480147,D,72.0,206.0,1991-10-07,SWE,,,,L,25,"[None, None, None, None, 57]","[None, None, None, None, 32]","[None, None, None, None, 43]","[None, None, None, None, 'LAK']"
2017-2018,Oscar Klefbom,EDM,D,68.7,79.8,34.6,63.8,23.3,66.7,79.8,85.6,66.3,71.2,26.3,54.7,12.3,67.9,76.5,77,50,160,39.0,133.0,82,50,36,83,57,180,110,214,79,58,243,105,172,First Pair,66.0,1507.9166666666667,5.0,16.0,21.0,8.96649271666321,43.56435643564357,52.0941590516671,8476472,D,75.0,216.0,1993-07-20,SWE,2011.0,1.0,19.0,L,24,"[None, 54, 60, 76, 62]","[None, 57, 42, 74, 83]","[None, 53, 57, 18, 39]","[None, 'EDM', 'EDM', 'EDM', 'EDM']"
2017-2018,P.K. Subban,NSH,D,97.5,91.8,81.5,87.6,91.3,99.2,93.4,39.5,86.8,60.9,35.0,23.5,74.5,81.9,81.5,7,21,46,14.0,16.0,3,17,148,33,78,159,186,63,45,46,243,105,172,First Pair,82.0,1977.4,16.0,43.0,59.0,11.529281428983236,57.89473684210527,51.283384547426024,8474056,D,72.0,210.0,1989-05-13,CAN,2007.0,2.0,43.0,R,28,"[89, 90, 90, 96, 98]","[90, 85, 80, 92, 93]","[84, 80, 75, 79, 80]","['MTL', 'MTL', 'MTL', 'NSH', 'NSH']"
2017-2018,Patrik Nemeth,COL,D,51.0,58.0,68.7,,26.2,38.7,19.8,42.0,20.6,26.3,53.9,9.1,81.1,20.2,63.8,120,103,77,,128.0,150,196,142,194,153,113,221,47,195,89,243,105,172,Second Pair,68.0,1350.2333333333331,3.0,12.0,15.0,2.7482689088084826,58.75,49.16123496751378,8475747,D,76.0,230.0,1992-02-08,SWE,2010.0,2.0,41.0,L,25,"[None, 50, 52, 36, 61]","[None, 44, 50, 37, 69]","[None, 42, 56, 54, 77]","[None, 'DAL', 'DAL', 'DAL', 'COL']"
2017-2018,Radko Gudas,PHI,D,79.0,83.1,70.4,,73.8,39.1,41.6,49.8,90.9,34.6,97.5,23.0,9.1,23.5,44.9,52,42,73,,46.0,149,143,123,23,134,7,187,222,187,135,243,105,172,Third Pair,70.0,1197.1,2.0,14.0,16.0,3.568080135962059,46.666666666666664,51.75462982239779,8475462,D,72.0,208.0,1990-06-05,CZE,2010.0,3.0,66.0,R,27,"[5, 27, 12, 89, 75]","[74, 69, 80, 80, 81]","[5, 22, 14, 90, 59]","['TBL', 'TBL', 'PHI', 'PHI', 'PHI']"
2017-2018,Rasmus Ristolainen,BUF,D,1.6,16.0,2.1,31.4,0.6,42.8,38.7,30.5,32.9,72.4,79.0,53.1,26.3,35.4,94.2,240,205,239,73.0,172.0,140,150,170,164,55,52,114,180,158,15,243,105,172,First Pair,73.0,1934.45,6.0,35.0,41.0,8.360722956758373,42.42424242424242,45.97615391184608,8477499,D,76.0,208.0,1994-10-27,FIN,2013.0,1.0,8.0,R,22,"[38, 2, 10, 0, 3]","[33, 13, 16, 26, 13]","[27, 2, 2, 1, 4]","['BUF', 'BUF', 'BUF', 'BUF', 'BUF']"
2017-2018,Rob O'Gara,NYR,D,36.2,39.5,23.0,,47.1,35.8,3.5,13.6,46.1,74.7,56.0,36.2,50.2,16.0,23.5,156,148,188,,92.0,157,228,211,132,51,108,155,122,205,187,243,105,172,Third Pair,30.0,465.3833333333333,0.0,3.0,3.0,0.8494648820848355,43.24324324324324,42.02325482809772,8476303,D,76.0,214.0,1993-07-06,USA,2011.0,5.0,151.0,L,24,"[None, None, None, None, 37]","[None, None, None, None, 37]","[None, None, None, None, 25]","[None, None, None, None, 'NYR']"
