Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position
2023-2024,Nico Sturm,SJS,F,340.0,434.0,,79.0,273.0,437.0,362.0,368.0,445.0,370.0,147.0,176.0,5.0,358.0,Bottom 6,63,923.53333333333,5,7,30.0,1995-05-03,DEU,DEU,75.0,209.0,-,-,-,-
2023-2024,Nicolas Aube-Kubel,WSH,F,375.0,168.0,,,433.0,145.0,308.0,370.0,460.0,292.0,330.0,44.0,,393.0,Bottom 6,60,732.45,6,7,29.0,1996-05-10,CAN,CAN,72.0,207.0,2014,2,18,48
2023-2024,Nicolas Deslauriers,PHI,F,454.0,102.0,,175.0,427.0,144.0,335.0,449.0,148.0,457.0,453.0,3.0,,449.0,Fringe,60,488.96666666667,1,1,34.0,1991-02-22,CAN,CAN,73.0,220.0,2009,3,23,84
2023-2024,Nicolas Roy,VGK,F,231.0,93.0,135.0,46.0,235.0,133.0,306.0,242.0,377.0,106.0,374.0,206.0,97.0,193.0,Bottom 6,70,1081.6833333333,13,17,28.0,1997-02-05,CAN,CAN,76.0,202.0,2015,4,5,96
2023-2024,Nikita Alexandrov,STL,F,451.0,94.0,,,441.0,94.0,411.0,450.0,187.0,422.0,76.0,122.0,151.0,448.0,Bottom 6,23,196.1,0,0,24.0,2000-09-16,DEU,DEU,73.0,177.0,-,-,-,-
2023-2024,Nikita Kucherov,TBL,F,12.0,429.0,5.0,,12.0,332.0,27.0,33.0,32.0,2.0,36.0,397.0,,5.0,First Line,81,1755.1666666667,44,62,32.0,1993-06-17,RUS,RUS,71.0,181.0,2011,2,28,58
2023-2024,Nikolaj Ehlers,WPG,F,5.0,235.0,123.0,,34.0,183.0,8.0,72.0,19.0,26.0,13.0,389.0,,70.0,Second Line,82,1301.65,25,24,29.0,1996-02-14,DNK,DNK,72.0,169.0,2014,1,9,9
2023-2024,Nils Aman,VAN,F,449.0,59.0,,88.0,430.0,76.0,463.0,442.0,303.0,356.0,358.0,265.0,147.0,439.0,Bottom 6,43,444.36666666667,3,3,25.0,2000-02-07,SWE,SWE,74.0,179.0,2020,6,12,167
2023-2024,Nils Hoglander,VAN,F,118.0,189.0,,,245.0,156.0,210.0,101.0,180.0,262.0,162.0,179.0,,285.0,Bottom 6,80,968.5,24,8,24.0,2000-12-20,SWE,SWE,69.0,185.0,2019,2,9,40
2023-2024,Nino Niederreiter,WPG,F,103.0,104.0,176.0,,122.0,75.0,106.0,105.0,259.0,308.0,101.0,132.0,,157.0,Bottom 6,77,1152.3,18,8,32.0,1992-09-08,CHE,CHE,74.0,218.0,2010,1,5,5
2023-2024,Noah Cates,PHI,F,341.0,36.0,275.0,89.0,179.0,99.0,401.0,402.0,389.0,281.0,134.0,282.0,150.0,301.0,Bottom 6,59,814.03333333333,6,6,26.0,1999-02-05,USA,USA,73.0,165.0,2017,5,13,137
2023-2024,Noah Gregor,TOR,F,236.0,451.0,292.0,151.0,389.0,443.0,62.0,330.0,401.0,333.0,93.0,70.0,,309.0,Bottom 6,63,718.13333333333,6,5,26.0,1998-07-28,CAN,CAN,72.0,190.0,2016,4,20,111
2023-2024,Noel Acciari,PIT,F,446.0,84.0,,87.0,456.0,361.0,407.0,377.0,461.0,452.0,170.0,59.0,125.0,323.0,Bottom 6,55,713.4,4,1,33.0,1991-12-01,USA,USA,70.0,209.0,-,-,-,-
2023-2024,Oliver Bjorkstrand,SEA,F,141.0,110.0,73.0,,160.0,150.0,67.0,139.0,147.0,116.0,69.0,302.0,,109.0,Second Line,82,1327.0,20,19,30.0,1995-04-10,DNK,DNK,72.0,175.0,2013,3,28,89
2023-2024,Oliver Wahlstrom,NYI,F,265.0,357.0,283.0,,272.0,425.0,77.0,289.0,58.0,314.0,278.0,126.0,,293.0,Bottom 6,32,354.25,2,3,25.0,2000-06-13,USA,USA,74.0,204.0,2018,1,11,11
2023-2024,Ondrej Palat,NJD,F,130.0,142.0,167.0,,14.0,107.0,303.0,295.0,176.0,136.0,223.0,175.0,,222.0,Second Line,71,1111.05,11,13,34.0,1991-03-28,CZE,CZE,72.0,194.0,2011,7,27,208
2023-2024,Oskar Steen,BOS,F,464.0,11.0,,,463.0,47.0,418.0,460.0,458.0,465.0,75.0,38.0,,463.0,Bottom 6,34,308.38333333333,1,0,27.0,1998-03-09,SWE,SWE,70.0,193.0,2016,6,14,165
2023-2024,Oskar Sundqvist,STL,F,447.0,373.0,225.0,142.0,447.0,411.0,434.0,384.0,373.0,203.0,56.0,186.0,182.0,334.0,Bottom 6,71,940.73333333333,6,11,31.0,1994-03-23,SWE,SWE,75.0,220.0,2012,3,20,81
2023-2024,Owen Tippett,PHI,F,38.0,152.0,116.0,,147.0,258.0,11.0,66.0,65.0,175.0,60.0,142.0,,82.0,Second Line,78,1293.7166666667,28,17,26.0,1999-02-16,CAN,CAN,73.0,207.0,2017,1,10,10
2023-2024,Parker Kelly,OTT,F,425.0,39.0,,115.0,404.0,117.0,323.0,407.0,385.0,441.0,129.0,29.0,,391.0,Bottom 6,80,936.53333333333,8,5,26.0,1999-05-14,CAN,CAN,72.0,190.0,-,-,-,-
2023-2024,Pat Maroon,"BOS, MIN",F,380.0,240.0,289.0,,265.0,146.0,400.0,420.0,278.0,299.0,443.0,60.0,,412.0,Bottom 6,51,654.93333333333,4,7,,,,,,,,,,
2023-2024,Patrick Kane,DET,F,132.0,450.0,88.0,,312.0,390.0,56.0,88.0,102.0,37.0,180.0,457.0,,47.0,First Line,50,918.81666666667,20,18,36.0,1988-11-19,USA,USA,70.0,177.0,2007,1,1,1
2023-2024,Paul Cotter,VGK,F,300.0,372.0,,,352.0,376.0,301.0,253.0,287.0,328.0,303.0,37.0,,344.0,Bottom 6,76,967.26666666667,7,12,25.0,1999-11-16,USA,USA,74.0,212.0,2018,4,22,115
2023-2024,Pavel Buchnevich,STL,F,129.0,402.0,68.0,36.0,161.0,334.0,186.0,69.0,255.0,61.0,309.0,362.0,210.0,67.0,First Line,80,1585.9666666667,27,21,30.0,1995-04-17,RUS,RUS,73.0,196.0,2013,3,14,75
2023-2024,Pavel Dorofeyev,VGK,F,50.0,147.0,,,200.0,201.0,88.0,87.0,315.0,211.0,408.0,418.0,,194.0,Bottom 6,47,624.0,13,7,24.0,2000-10-26,RUS,RUS,73.0,194.0,2019,3,17,79
2023-2024,Pavel Zacha,BOS,F,172.0,387.0,106.0,109.0,109.0,305.0,289.0,166.0,79.0,135.0,199.0,242.0,50.0,140.0,First Line,78,1412.2666666667,21,18,28.0,1997-04-06,CZE,CZE,76.0,199.0,2015,1,6,6
2023-2024,Peyton Krebs,BUF,F,411.0,245.0,269.0,,288.0,147.0,437.0,426.0,233.0,334.0,395.0,158.0,106.0,399.0,Bottom 6,80,1000.45,4,5,24.0,2001-01-26,CAN,CAN,72.0,187.0,2019,1,17,17
2023-2024,Philip Tomasino,NSH,F,199.0,287.0,127.0,,242.0,268.0,213.0,240.0,175.0,57.0,43.0,340.0,,215.0,Bottom 6,41,515.53333333333,7,7,23.0,2001-07-28,CAN,CAN,72.0,179.0,2019,1,24,24
2023-2024,Philipp Kurashev,CHI,F,364.0,428.0,147.0,,346.0,447.0,341.0,328.0,116.0,108.0,87.0,426.0,190.0,190.0,First Line,75,1426.3833333333,18,26,25.0,1999-10-12,CHE,CHE,72.0,190.0,2018,4,27,120
2023-2024,Phillip Danault,LAK,F,94.0,180.0,120.0,69.0,31.0,118.0,258.0,216.0,298.0,118.0,192.0,278.0,36.0,132.0,First Line,78,1405.65,17,20,32.0,1993-02-24,CAN,CAN,73.0,200.0,2011,1,26,26
2023-2024,Phillip Di Giuseppe,VAN,F,291.0,293.0,,172.0,313.0,272.0,250.0,322.0,353.0,404.0,428.0,105.0,,328.0,Bottom 6,51,616.86666666667,5,3,31.0,1993-10-09,CAN,CAN,72.0,193.0,2012,2,8,38
2023-2024,Pierre Engvall,NYI,F,177.0,298.0,229.0,217.0,86.0,140.0,177.0,238.0,237.0,230.0,336.0,360.0,,265.0,Bottom 6,74,1134.05,10,12,29.0,1996-05-31,SWE,SWE,77.0,219.0,2014,7,8,188
2023-2024,Pierre-Edouard Bellemare,SEA,F,370.0,23.0,,53.0,277.0,14.0,426.0,389.0,358.0,385.0,151.0,232.0,39.0,432.0,Bottom 6,40,393.53333333333,4,2,40.0,1985-03-06,FRA,FRA,71.0,198.0,-,-,-,-
2023-2024,Pierre-Luc Dubois,LAK,F,200.0,192.0,91.0,,114.0,178.0,129.0,144.0,63.0,129.0,233.0,204.0,81.0,108.0,Second Line,82,1287.5,16,15,27.0,1998-06-24,CAN,CAN,76.0,214.0,2016,1,3,3
2023-2024,Pius Suter,VAN,F,255.0,82.0,242.0,11.0,311.0,63.0,315.0,222.0,245.0,303.0,94.0,352.0,78.0,269.0,Bottom 6,67,1038.1666666667,14,9,29.0,1996-05-24,CHE,CHE,71.0,179.0,-,-,-,-
2023-2024,Pontus Holmberg,TOR,F,261.0,27.0,,,326.0,44.0,433.0,263.0,193.0,186.0,139.0,218.0,143.0,369.0,Bottom 6,54,624.7,7,6,26.0,1999-03-09,SWE,SWE,72.0,202.0,2018,6,1,156
2023-2024,Quinton Byfield,LAK,F,208.0,87.0,224.0,,123.0,25.0,255.0,313.0,203.0,100.0,353.0,253.0,216.0,223.0,Second Line,80,1318.7,20,21,22.0,2002-08-19,CAN,CAN,77.0,220.0,2020,1,2,2
2023-2024,Radek Faksa,DAL,F,388.0,3.0,,30.0,334.0,8.0,421.0,397.0,415.0,309.0,345.0,156.0,33.0,366.0,Bottom 6,74,926.15,7,10,31.0,1994-01-09,CZE,CZE,75.0,225.0,2012,1,13,13
2023-2024,Radim Zohorna,PIT,F,222.0,375.0,,,144.0,345.0,266.0,281.0,453.0,400.0,451.0,111.0,,422.0,Bottom 6,33,322.23333333333,4,2,29.0,1996-04-29,CZE,CZE,78.0,220.0,-,-,-,-
2023-2024,Rafael Harvey-Pinard,MTL,F,399.0,164.0,,176.0,399.0,329.0,449.0,234.0,340.0,283.0,104.0,184.0,,238.0,Bottom 6,45,568.7,2,7,26.0,1999-01-06,CAN,CAN,69.0,181.0,2019,7,15,201
2023-2024,Rasmus Kupari,WPG,F,437.0,134.0,,213.0,368.0,58.0,353.0,462.0,75.0,360.0,19.0,145.0,76.0,452.0,Bottom 6,28,255.95,0,1,25.0,2000-03-15,FIN,FIN,74.0,200.0,2018,1,20,20
2023-2024,Reese Johnson,CHI,F,453.0,397.0,,209.0,439.0,395.0,354.0,452.0,375.0,461.0,28.0,18.0,185.0,444.0,Bottom 6,42,459.18333333333,2,0,26.0,1998-07-10,CAN,CAN,73.0,193.0,-,-,-,-
2023-2024,Reilly Smith,PIT,F,134.0,252.0,109.0,170.0,111.0,181.0,144.0,179.0,205.0,123.0,232.0,315.0,,134.0,Second Line,76,1226.1666666667,13,17,34.0,1991-04-01,CAN,CAN,73.0,185.0,2009,3,8,69
2023-2024,Rickard Rakell,PIT,F,131.0,212.0,105.0,,41.0,242.0,69.0,160.0,3.0,270.0,158.0,167.0,,104.0,Second Line,70,1156.1,15,7,32.0,1993-05-05,SWE,SWE,73.0,195.0,2011,1,30,30
2023-2024,Ridly Greig,OTT,F,303.0,300.0,,98.0,233.0,307.0,391.0,284.0,262.0,310.0,440.0,123.0,159.0,320.0,Bottom 6,72,1061.5,13,10,22.0,2002-08-08,CAN,CAN,72.0,183.0,2020,1,28,28
2023-2024,Robby Fabbri,DET,F,387.0,435.0,79.0,,431.0,436.0,314.0,90.0,300.0,269.0,322.0,151.0,,195.0,Bottom 6,68,875.05,18,6,29.0,1996-01-22,CAN,CAN,71.0,185.0,2014,1,21,21
2023-2024,Robert Thomas,STL,F,186.0,377.0,71.0,65.0,125.0,404.0,381.0,183.0,214.0,17.0,246.0,458.0,38.0,78.0,First Line,82,1719.25,26,35,26.0,1999-07-02,CAN,CAN,72.0,218.0,2017,1,20,20
2023-2024,Roope Hintz,DAL,F,34.0,67.0,37.0,3.0,32.0,24.0,116.0,20.0,112.0,80.0,138.0,381.0,46.0,59.0,Second Line,80,1379.1833333333,30,17,28.0,1996-11-17,FIN,FIN,75.0,215.0,2015,2,19,49
2023-2024,Ross Colton,COL,F,83.0,239.0,151.0,,88.0,263.0,76.0,129.0,318.0,167.0,207.0,78.0,177.0,209.0,Bottom 6,80,1097.5333333333,17,14,28.0,1996-09-11,USA,USA,72.0,194.0,2016,4,27,118
2023-2024,Ross Johnston,ANA,F,463.0,179.0,,,462.0,233.0,465.0,459.0,332.0,445.0,454.0,19.0,,459.0,Fringe,68,557.4,1,1,31.0,1994-02-18,CAN,CAN,77.0,230.0,-,-,-,-
2023-2024,Rourke Chartier,OTT,F,445.0,251.0,,101.0,434.0,163.0,368.0,455.0,388.0,455.0,80.0,207.0,153.0,454.0,Bottom 6,37,398.46666666667,2,1,29.0,1996-04-03,CAN,CAN,71.0,190.0,2014,5,29,149
2023-2024,Ryan Carpenter,SJS,F,427.0,169.0,,143.0,395.0,165.0,408.0,438.0,361.0,408.0,391.0,119.0,64.0,428.0,Bottom 6,62,688.38333333333,5,4,34.0,1991-01-18,USA,USA,73.0,198.0,-,-,-,-
2023-2024,Ryan Donato,CHI,F,164.0,305.0,247.0,,400.0,285.0,92.0,194.0,179.0,187.0,83.0,166.0,,252.0,Bottom 6,78,1091.9666666667,12,12,29.0,1996-04-09,USA,USA,72.0,190.0,2014,2,26,56
2023-2024,Ryan Hartman,MIN,F,82.0,95.0,117.0,140.0,174.0,166.0,70.0,107.0,174.0,140.0,327.0,214.0,113.0,100.0,Second Line,74,1222.2333333333,21,12,30.0,1994-09-20,USA,USA,72.0,197.0,2013,1,30,30
2023-2024,Ryan Johansen,COL,F,321.0,268.0,102.0,,189.0,212.0,360.0,150.0,254.0,241.0,404.0,231.0,18.0,237.0,Bottom 6,63,859.5,13,7,32.0,1992-07-31,CAN,CAN,75.0,218.0,2010,1,4,4
2023-2024,Ryan Lomberg,FLA,F,272.0,172.0,,219.0,216.0,129.0,204.0,325.0,231.0,427.0,384.0,36.0,,410.0,Bottom 6,75,715.51666666667,5,2,30.0,1994-09-12,CAN,CAN,69.0,187.0,-,-,-,-
2023-2024,Ryan McLeod,EDM,F,171.0,66.0,,6.0,87.0,20.0,352.0,266.0,249.0,189.0,197.0,306.0,75.0,315.0,Bottom 6,81,1153.6833333333,12,15,25.0,1999-09-21,CAN,CAN,74.0,207.0,2018,2,9,40
2023-2024,Ryan Nugent-Hopkins,EDM,F,127.0,150.0,32.0,78.0,27.0,131.0,201.0,163.0,122.0,35.0,371.0,376.0,95.0,57.0,First Line,80,1569.9333333333,18,29,32.0,1993-04-12,CAN,CAN,72.0,195.0,2011,1,1,1
2023-2024,Ryan O'Reilly,NSH,F,204.0,122.0,96.0,42.0,65.0,228.0,278.0,138.0,227.0,198.0,148.0,445.0,20.0,101.0,First Line,82,1620.8,26,15,34.0,1991-02-07,CAN,CAN,73.0,207.0,2009,2,3,33
2023-2024,Ryan Poehling,PHI,F,253.0,30.0,296.0,112.0,173.0,182.0,309.0,300.0,393.0,261.0,23.0,239.0,99.0,268.0,Bottom 6,77,1154.6666666667,11,13,26.0,1999-01-03,USA,USA,74.0,196.0,2017,1,25,25
2023-2024,Ryan Reaves,TOR,F,438.0,112.0,,,417.0,100.0,454.0,372.0,299.0,412.0,297.0,4.0,,456.0,Fringe,49,397.7,4,2,38.0,1987-01-20,CAN,CAN,74.0,225.0,2005,5,31,156
2023-2024,Ryan Strome,ANA,F,322.0,462.0,153.0,,274.0,457.0,324.0,306.0,194.0,212.0,450.0,316.0,108.0,206.0,Second Line,79,1248.1166666667,11,12,31.0,1993-07-11,CAN,CAN,73.0,191.0,2011,1,5,5
2023-2024,Sam Bennett,FLA,F,40.0,185.0,44.0,208.0,9.0,208.0,39.0,114.0,44.0,131.0,424.0,80.0,111.0,97.0,Second Line,69,1146.0833333333,20,13,29.0,1996-06-20,CAN,CAN,73.0,195.0,2014,1,4,4
2023-2024,Sam Carrick,"ANA, EDM",F,414.0,419.0,,202.0,418.0,430.0,342.0,351.0,434.0,436.0,320.0,49.0,53.0,401.0,Bottom 6,77,941.11666666667,10,4,33.0,1992-02-04,CAN,CAN,72.0,200.0,2010,5,24,144
2023-2024,Sam Gagner,EDM,F,119.0,63.0,279.0,222.0,162.0,53.0,91.0,154.0,222.0,194.0,431.0,325.0,212.0,278.0,Bottom 6,28,285.88333333333,5,4,35.0,1989-08-10,CAN,CAN,71.0,201.0,2007,1,6,6
2023-2024,Sam Lafferty,VAN,F,344.0,196.0,,154.0,396.0,173.0,366.0,249.0,378.0,382.0,154.0,63.0,98.0,337.0,Bottom 6,79,938.46666666667,13,4,30.0,1995-03-06,USA,USA,73.0,195.0,2014,4,23,113
2023-2024,Sam Reinhart,FLA,F,65.0,21.0,12.0,111.0,46.0,13.0,105.0,8.0,221.0,77.0,166.0,350.0,84.0,29.0,First Line,82,1664.5833333333,57,22,29.0,1995-11-06,CAN,CAN,74.0,193.0,2014,1,2,2
2023-2024,Sam Steel,DAL,F,323.0,83.0,,159.0,249.0,35.0,397.0,362.0,201.0,235.0,298.0,291.0,191.0,346.0,Bottom 6,77,1019.6166666667,9,13,27.0,1998-02-03,CAN,CAN,71.0,184.0,2016,1,30,30
2023-2024,Sammy Blais,STL,F,440.0,317.0,,,446.0,311.0,445.0,437.0,266.0,316.0,228.0,10.0,,425.0,Bottom 6,53,513.53333333333,1,5,29.0,1996-06-17,CAN,CAN,74.0,206.0,2014,6,26,176
2023-2024,Scott Laughton,PHI,F,279.0,394.0,228.0,75.0,219.0,398.0,205.0,283.0,269.0,188.0,326.0,116.0,88.0,160.0,Second Line,82,1283.7333333333,13,16,31.0,1994-05-30,CAN,CAN,73.0,190.0,2012,1,20,20
2023-2024,Sean Couturier,PHI,F,238.0,139.0,193.0,150.0,66.0,161.0,141.0,376.0,311.0,177.0,351.0,347.0,124.0,135.0,Second Line,74,1318.9666666667,11,13,32.0,1992-12-07,USA,CAN,75.0,211.0,2011,1,8,8
2023-2024,Sean Kuraly,CBJ,F,314.0,405.0,,61.0,332.0,419.0,310.0,299.0,457.0,368.0,405.0,52.0,82.0,305.0,Bottom 6,62,851.58333333333,9,7,32.0,1993-01-20,USA,USA,74.0,213.0,2011,5,12,133
2023-2024,Sean Monahan,"MTL, WPG",F,189.0,329.0,110.0,194.0,175.0,331.0,223.0,172.0,256.0,101.0,306.0,412.0,26.0,126.0,First Line,83,1501.8166666667,26,21,30.0,1994-10-12,CAN,CAN,74.0,196.0,2013,1,6,6
2023-2024,Sebastian Aho,CAR,F,31.0,167.0,20.0,4.0,22.0,48.0,80.0,25.0,34.0,28.0,173.0,354.0,43.0,33.0,First Line,78,1530.95,36,34,27.0,1997-07-26,FIN,FIN,72.0,176.0,2015,2,5,35
2023-2024,Seth Jarvis,CAR,F,105.0,19.0,101.0,165.0,38.0,9.0,176.0,113.0,50.0,128.0,74.0,234.0,194.0,110.0,First Line,81,1518.75,33,20,23.0,2002-02-01,CAN,CAN,70.0,175.0,2020,1,13,13
2023-2024,Shane Pinto,OTT,F,254.0,163.0,187.0,,107.0,237.0,153.0,228.0,149.0,242.0,214.0,299.0,133.0,145.0,First Line,41,742.48333333333,9,10,24.0,2000-11-12,USA,USA,75.0,201.0,2019,2,1,32
2023-2024,Sidney Crosby,PIT,F,9.0,348.0,43.0,,4.0,347.0,57.0,32.0,6.0,14.0,135.0,289.0,7.0,15.0,First Line,82,1647.1166666667,42,34,37.0,1987-08-07,CAN,CAN,71.0,200.0,2005,1,1,1
2023-2024,Simon Holmstrom,NYI,F,396.0,213.0,,188.0,306.0,316.0,447.0,230.0,288.0,410.0,198.0,449.0,,387.0,Bottom 6,75,998.95,15,10,24.0,2001-05-24,SWE,SWE,74.0,205.0,2019,1,23,23
2023-2024,Sonny Milano,WSH,F,193.0,230.0,285.0,,241.0,157.0,378.0,74.0,53.0,210.0,269.0,370.0,,263.0,Bottom 6,49,612.9,15,5,29.0,1996-05-12,USA,USA,72.0,194.0,2014,1,16,16
2023-2024,Stefan Noesen,CAR,F,152.0,9.0,188.0,,36.0,6.0,193.0,219.0,27.0,115.0,357.0,135.0,,267.0,Bottom 6,81,960.91666666667,14,14,32.0,1993-02-12,USA,USA,73.0,205.0,2011,1,21,21
2023-2024,Steven Lorentz,FLA,F,405.0,61.0,,207.0,327.0,71.0,292.0,423.0,173.0,443.0,414.0,72.0,173.0,437.0,Bottom 6,38,333.9,1,1,29.0,1996-04-13,CAN,CAN,76.0,206.0,2015,7,5,186
2023-2024,Steven Stamkos,TBL,F,86.0,395.0,8.0,,108.0,323.0,30.0,12.0,137.0,45.0,342.0,260.0,40.0,24.0,First Line,79,1440.05,40,18,35.0,1990-02-07,CAN,CAN,72.0,182.0,2008,1,1,1
2023-2024,T.J. Oshie,WSH,F,379.0,119.0,100.0,,321.0,319.0,231.0,147.0,40.0,311.0,114.0,134.0,192.0,142.0,Second Line,52,877.18333333333,12,5,38.0,1986-12-23,USA,USA,72.0,187.0,2005,1,24,24
2023-2024,Tage Thompson,BUF,F,16.0,386.0,23.0,141.0,113.0,364.0,10.0,9.0,17.0,85.0,146.0,288.0,122.0,28.0,First Line,71,1286.3833333333,29,16,27.0,1997-10-30,USA,USA,78.0,220.0,2016,1,26,26
2023-2024,Tanner Jeannot,TBL,F,347.0,148.0,,195.0,286.0,138.0,346.0,329.0,329.0,415.0,410.0,13.0,,340.0,Bottom 6,55,661.0,7,2,28.0,1997-05-29,CAN,CAN,74.0,208.0,-,-,-,-
2023-2024,Tanner Pearson,MTL,F,302.0,351.0,199.0,,294.0,389.0,208.0,361.0,367.0,338.0,310.0,217.0,,247.0,Bottom 6,54,698.68333333333,5,4,32.0,1992-08-10,CAN,CAN,73.0,201.0,2012,1,30,30
2023-2024,Taylor Raddysh,CHI,F,410.0,368.0,169.0,152.0,367.0,367.0,299.0,358.0,244.0,407.0,279.0,210.0,,308.0,Second Line,73,1159.4166666667,5,4,27.0,1998-02-18,CAN,CAN,75.0,198.0,2016,2,28,58
2023-2024,Teddy Blueger,VAN,F,315.0,48.0,,43.0,234.0,66.0,347.0,433.0,446.0,171.0,274.0,162.0,42.0,294.0,Bottom 6,68,1015.6,6,13,30.0,1994-08-15,LVA,LVA,72.0,185.0,2012,2,22,52
2023-2024,Teuvo Teravainen,CAR,F,153.0,91.0,34.0,1.0,25.0,17.0,188.0,134.0,41.0,88.0,328.0,456.0,,123.0,Second Line,76,1246.5333333333,25,16,30.0,1994-09-11,FIN,FIN,71.0,191.0,2012,1,18,18
2023-2024,Thomas Bordeleau,SJS,F,369.0,380.0,201.0,,267.0,452.0,257.0,208.0,437.0,337.0,445.0,394.0,154.0,219.0,Bottom 6,27,405.65,6,3,23.0,2002-01-03,USA,USA,70.0,175.0,2020,2,7,38
2023-2024,Tim Stutzle,OTT,F,117.0,308.0,103.0,214.0,63.0,306.0,154.0,136.0,85.0,75.0,11.0,224.0,100.0,39.0,First Line,75,1583.8833333333,18,19,23.0,2002-01-15,DEU,DEU,72.0,193.0,2020,1,3,3
2023-2024,Timo Meier,NJD,F,29.0,363.0,26.0,,79.0,322.0,9.0,22.0,145.0,126.0,220.0,149.0,,34.0,Second Line,69,1214.5,28,14,28.0,1996-10-08,CHE,CHE,73.0,220.0,2015,1,9,9
2023-2024,Tom Wilson,WSH,F,273.0,260.0,237.0,138.0,205.0,328.0,157.0,117.0,43.0,312.0,393.0,56.0,,106.0,First Line,74,1339.55,18,5,31.0,1994-03-29,CAN,CAN,76.0,220.0,2012,1,16,16
2023-2024,Tomas Hertl,"SJS, VGK",F,176.0,390.0,82.0,136.0,68.0,413.0,216.0,153.0,334.0,125.0,254.0,267.0,16.0,92.0,First Line,54,1106.4333333333,17,14,31.0,1993-11-12,CZE,CZE,75.0,215.0,2012,1,17,17
2023-2024,Tomas Nosek,NJD,F,408.0,195.0,,158.0,386.0,238.0,390.0,439.0,442.0,339.0,383.0,185.0,29.0,403.0,Bottom 6,36,425.11666666667,2,4,32.0,1992-09-01,CZE,CZE,75.0,205.0,-,-,-,-
2023-2024,Tomas Tatar,"COL, SEA",F,202.0,177.0,265.0,,84.0,82.0,287.0,224.0,200.0,274.0,236.0,287.0,,283.0,Bottom 6,70,871.66666666667,9,6,34.0,1990-12-01,SVK,SVK,70.0,173.0,2009,2,30,60
2023-2024,Tommy Novak,NSH,F,69.0,319.0,183.0,,42.0,382.0,227.0,71.0,39.0,59.0,67.0,463.0,144.0,137.0,Bottom 6,71,1008.2166666667,18,13,28.0,1997-04-28,USA,USA,73.0,179.0,2015,3,24,85
2023-2024,Travis Konecny,PHI,F,21.0,332.0,119.0,128.0,67.0,336.0,45.0,47.0,109.0,55.0,190.0,248.0,,37.0,First Line,76,1507.8666666667,33,23,28.0,1997-03-11,CAN,CAN,70.0,175.0,2015,1,24,24
2023-2024,Trent Frederic,BOS,F,147.0,156.0,,,309.0,168.0,212.0,137.0,333.0,192.0,323.0,75.0,193.0,240.0,Bottom 6,82,1127.9833333333,18,14,27.0,1998-02-11,USA,USA,75.0,214.0,2016,1,29,29
2023-2024,Trevor Lewis,LAK,F,276.0,35.0,,38.0,276.0,33.0,151.0,388.0,133.0,384.0,316.0,113.0,176.0,341.0,Bottom 6,82,954.13333333333,8,6,38.0,1987-01-08,USA,USA,73.0,201.0,2006,1,17,17
2023-2024,Trevor Moore,LAK,F,46.0,123.0,140.0,51.0,60.0,62.0,51.0,143.0,247.0,146.0,91.0,255.0,,103.0,Second Line,82,1474.35,31,14,30.0,1995-03-31,USA,USA,70.0,195.0,-,-,-,-
2023-2024,Trevor Zegras,ANA,F,182.0,426.0,137.0,,236.0,405.0,133.0,202.0,54.0,160.0,390.0,351.0,117.0,120.0,Second Line,31,529.73333333333,6,4,24.0,2001-03-20,USA,USA,72.0,185.0,2019,1,9,9
2023-2024,Troy Terry,ANA,F,178.0,381.0,115.0,,289.0,344.0,128.0,111.0,211.0,78.0,8.0,460.0,,88.0,First Line,76,1389.8833333333,20,22,27.0,1997-09-10,USA,USA,72.0,185.0,2015,5,27,148
2023-2024,Ty Dellandrea,DAL,F,363.0,143.0,,94.0,264.0,79.0,385.0,447.0,354.0,305.0,299.0,131.0,201.0,384.0,Bottom 6,42,532.2,2,4,24.0,2000-07-21,CAN,CAN,73.0,195.0,2018,1,13,13
2023-2024,Tye Kartye,SEA,F,316.0,200.0,,,356.0,220.0,232.0,286.0,216.0,432.0,324.0,39.0,,374.0,Bottom 6,77,911.36666666667,11,4,24.0,2001-04-30,CAN,CAN,71.0,202.0,-,-,-,-
2023-2024,Tyler Bertuzzi,TOR,F,115.0,289.0,129.0,,43.0,274.0,164.0,170.0,93.0,145.0,168.0,215.0,,128.0,Second Line,80,1283.65,21,13,30.0,1995-02-24,CAN,CAN,73.0,186.0,2013,2,28,58
2023-2024,Tyler Johnson,CHI,F,415.0,424.0,220.0,,432.0,439.0,237.0,190.0,236.0,294.0,365.0,259.0,198.0,198.0,Second Line,67,1041.0833333333,17,4,34.0,1990-07-29,USA,USA,68.0,185.0,-,-,-,-
2023-2024,Tyler Motte,TBL,F,376.0,24.0,,25.0,428.0,89.0,220.0,385.0,359.0,402.0,18.0,108.0,,333.0,Bottom 6,69,858.56666666667,6,2,30.0,1995-03-10,USA,USA,70.0,192.0,2013,4,30,121
