Season,Player,Team,Position,ovr_pct,evo_pct,evd_pct,ppl_pct,pkl_pct,fin_pct,gol_pct,xgl_pct,ast_pct,pen_pct,hit_pct,ozs_pct,pdo_pct,tmt_pct,cmp_pct,ovr_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,ozs_rank,pdo_rank,tmt_rank,cmp_rank,all_players,ppl_players,pkl_players,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Player ID,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,Age,ovr_history,evo_history,evd_history,team_history
2016-2017,Kevin Hayes,NYR,F,23.0,48.7,16.6,47.3,14.2,81.2,75.3,60.3,76.5,30.4,24.5,35.4,35.9,28.7,44.4,325,217,352,145.0,164.0,80,105,168,100,256,319,273,271,301,235,421,273,190,Second Line,76.0,1258.4666666666667,17.0,32.0,49.0,14.599866099280417,49.39759036144578,45.976364206407574,8475763,R,75.0,217.0,1992-05-08,USA,2010.0,1.0,24.0,L,24,"[None, None, 42, 37, 19]","[None, None, 50, 47, 48]","[None, None, 44, 18, 13]","[None, None, 'NYR', 'NYR', 'NYR']"
2016-2017,Kevin Labanc,SJS,F,8.1,17.1,31.4,35.5,,53.2,52.0,44.7,76.7,13.8,12.1,70.1,71.0,89.5,10.9,388,350,290,177.0,,198,203,234,99,322,371,127,123,45,376,421,273,190,Third Line,55.0,752.3166666666666,8.0,12.0,20.0,8.868513829975745,58.333333333333336,49.17978720189489,8478099,R,71.0,185.0,1995-12-12,USA,2014.0,6.0,171.0,R,20,"[None, None, None, None, 11]","[None, None, None, None, 19]","[None, None, None, None, 32]","[None, None, None, None, 'SJS']"
2016-2017,Kris Versteeg,CGY,F,51.3,14.5,60.6,49.1,,71.5,40.4,21.4,70.5,71.7,2.6,64.6,44.2,56.1,46.6,206,361,167,140.0,,121,252,332,125,113,411,150,236,186,226,421,273,190,Third Line,69.0,1016.1833333333334,15.0,22.0,37.0,10.630208673983995,50.0,41.876739229864654,8471346,R,71.0,176.0,1986-05-13,CAN,2004.0,5.0,134.0,R,30,"[None, 61, 46, 66, 42]","[None, 30, 13, 60, 4]","[None, 59, 56, 75, 46]","[None, 'CHI', 'CHI', 'LAK', 'CGY']"
2016-2017,Kyle Brodziak,STL,F,13.5,5.0,79.6,,96.3,73.9,49.4,2.4,17.6,1.9,46.3,2.6,70.5,44.9,13.1,365,401,87,,8.0,111,214,412,348,371,227,411,125,233,367,421,273,190,Fourth Line,69.0,773.2333333333333,8.0,7.0,15.0,5.043989768334034,50.0,45.983433150119936,8470803,C,74.0,205.0,1984-05-25,CAN,2003.0,7.0,214.0,R,32,"[65, 13, 18, 18, 17]","[28, 33, 10, 5, 7]","[93, 84, 78, 88, 71]","['MIN', 'MIN', 'MIN', 'STL', 'STL']"
2016-2017,Kyle Clifford,LAK,F,6.2,12.8,61.5,,,2.1,12.1,75.1,32.5,17.8,94.1,82.7,68.6,76.0,7.1,396,368,163,,,413,371,106,285,307,26,74,133,102,392,421,273,190,Fourth Line,73.0,782.8,6.0,6.0,12.0,10.286648178854437,46.666666666666664,52.33594081544414,8475160,L,74.0,218.0,1991-01-13,CAN,2009.0,2.0,35.0,L,25,"[29, 4, 7, 18, 4]","[38, 8, 21, 26, 12]","[71, 63, 55, 51, 68]","['LAK', 'LAK', 'LAK', 'LAK', 'LAK']"
2016-2017,Kyle Okposo,BUF,F,80.5,81.9,21.9,95.2,,15.4,60.3,77.9,56.1,59.4,40.1,29.7,25.4,63.2,88.8,83,77,330,14.0,,357,168,94,186,156,253,297,315,156,48,421,273,190,First Line,65.0,1233.05,19.0,26.0,45.0,17.936185076597543,49.23076923076923,48.121434384729525,8473449,R,72.0,216.0,1988-04-16,USA,2006.0,1.0,7.0,R,28,"[79, 88, 87, 76, 79]","[90, 87, 90, 84, 77]","[20, 7, 12, 17, 32]","['NYI', 'NYI', 'NYI', 'NYI', 'BUF']"
2016-2017,Kyle Palmieri,NJD,F,83.6,31.4,17.8,78.4,15.8,94.3,83.1,50.1,35.9,99.3,67.7,10.5,29.9,64.8,89.5,70,290,347,60.0,161.0,25,72,211,271,4,137,378,296,149,45,421,273,190,Second Line,80.0,1387.9166666666667,26.0,27.0,53.0,20.53827052473737,60.0,48.05164468346075,8475151,C,72.0,192.0,1991-02-01,USA,2009.0,1.0,26.0,R,25,"[71, 54, 34, 81, 87]","[59, 57, 51, 47, 17]","[54, 16, 22, 23, 15]","['ANA', 'ANA', 'ANA', 'NJD', 'NJD']"
2016-2017,Kyle Turris,OTT,F,70.1,76.0,12.4,64.8,,91.2,74.1,41.3,52.7,63.7,7.1,39.4,22.6,31.1,79.6,127,102,370,97.0,,38,110,248,200,145,392,256,327,291,87,421,273,190,First Line,78.0,1521.0166666666669,27.0,28.0,55.0,17.94788965872531,47.61904761904761,47.448816422059984,8474068,C,73.0,190.0,1989-08-14,CAN,2007.0,1.0,3.0,R,27,"[28, 85, 92, 61, 65]","[89, 93, 93, 69, 72]","[2, 13, 6, 31, 9]","['OTT', 'OTT', 'OTT', 'OTT', 'OTT']"
2016-2017,Lance Bouma,CGY,F,11.2,6.9,23.8,,10.0,37.1,10.7,31.4,10.0,71.3,93.8,63.2,78.4,40.4,23.0,375,393,322,,172.0,266,377,290,380,115,27,156,92,252,325,421,273,190,Fourth Line,61.0,692.1333333333333,3.0,4.0,7.0,5.768988981862441,47.368421052631575,46.56222933820198,8474642,L,74.0,208.0,1990-03-25,CAN,2008.0,3.0,78.0,L,26,"[None, 11, 26, 34, 7]","[None, 16, 19, 15, 3]","[None, 19, 7, 23, 37]","[None, 'CGY', 'CGY', 'CGY', 'CGY']"
2016-2017,Lars Eller,WSH,F,67.9,59.9,83.8,,88.4,46.1,48.7,51.3,25.9,50.4,62.2,40.1,34.7,48.7,24.0,136,170,69,,23.0,228,217,206,313,192,160,253,276,217,321,421,273,190,Third Line,81.0,1125.9666666666667,12.0,13.0,25.0,13.316162224143461,61.66666666666667,51.909406496671885,8474189,C,74.0,207.0,1989-05-08,DNK,2007.0,1.0,13.0,L,27,"[14, 41, 58, 76, 62]","[39, 49, 45, 71, 53]","[82, 71, 75, 82, 82]","['MTL', 'MTL', 'MTL', 'MTL', 'WSH']"
2016-2017,Lauri Korpikoski,CBJ,F,0.2,1.9,4.3,,2.1,37.3,30.2,33.3,43.7,41.6,55.3,43.9,60.8,24.0,32.8,421,414,404,,187.0,265,295,282,238,223,189,237,166,321,284,421,273,190,Fourth Line,69.0,856.0666666666666,8.0,12.0,20.0,8.73011440035948,56.00000000000001,44.87214321387091,8471232,L,73.0,193.0,1986-07-28,FIN,2004.0,1.0,19.0,L,30,"[17, 2, 3, 0, 0]","[16, 8, 4, 1, 4]","[18, 10, 9, 5, 4]","['PHX', 'PHX', 'ARI', 'EDM', 'CBJ']"
2016-2017,Lawson Crouse,ARI,F,2.9,24.0,24.9,,2.6,12.4,10.2,22.1,29.7,16.3,88.4,24.5,58.9,1.0,15.4,410,321,317,,186.0,370,379,329,297,313,50,319,174,418,357,421,273,190,Fourth Line,72.0,855.9666666666667,5.0,7.0,12.0,7.929516251146894,30.357142857142858,41.08316517598304,8478474,L,76.0,214.0,1997-06-23,CAN,2015.0,1.0,11.0,L,19,"[None, None, None, None, 3]","[None, None, None, None, 26]","[None, None, None, None, 24]","[None, None, None, None, 'ARI']"
2016-2017,Lee Stempniak,CAR,F,10.0,61.0,9.0,8.1,,74.1,76.0,71.5,60.1,12.8,57.5,32.1,20.7,62.0,53.4,380,165,384,252.0,,110,102,121,169,325,180,287,335,161,197,421,273,190,Second Line,82.0,1299.2,18.0,26.0,44.0,16.419023213454626,54.54545454545454,50.58846940253476,8470740,R,71.0,195.0,1983-02-04,USA,2003.0,5.0,148.0,R,33,"[79, 18, 51, 4, 16]","[88, 52, 64, 58, 62]","[10, 12, 13, 11, 9]","['CGY', 'PIT', 'WPG', 'BOS', 'CAR']"
2016-2017,Leo Komarov,TOR,F,73.6,57.2,94.1,89.0,79.5,56.1,46.6,34.4,29.5,14.3,92.6,12.8,36.6,58.4,91.4,112,181,26,31.0,40.0,186,226,277,298,321,32,368,268,176,37,421,273,190,Second Line,82.0,1400.0333333333333,14.0,18.0,32.0,14.303573309094862,51.64835164835166,50.343704454866526,8473463,R,71.0,205.0,1987-01-23,EST,2006.0,6.0,180.0,L,29,"[68, None, 72, 80, 65]","[46, None, 44, 51, 65]","[80, None, 84, 96, 86]","['TOR', None, 'TOR', 'TOR', 'TOR']"
2016-2017,Leon Draisaitl,EDM,F,88.1,86.9,32.1,73.3,,81.5,57.5,42.8,89.8,86.0,16.4,57.5,34.4,65.6,85.3,51,56,287,74.0,,79,180,242,44,58,353,180,277,146,63,421,273,190,First Line,82.0,1548.4833333333331,29.0,48.0,77.0,26.656545004429073,53.57142857142857,52.405427597833906,8477934,C,74.0,209.0,1995-10-27,DEU,2014.0,1.0,3.0,L,20,"[None, None, 55, 89, 90]","[None, None, 50, 81, 91]","[None, None, 54, 68, 15]","[None, None, 'EDM', 'EDM', 'EDM']"
2016-2017,Logan Couture,SJS,F,91.0,81.0,70.8,86.4,83.2,82.2,78.4,67.2,79.6,66.7,32.5,55.6,55.3,86.0,62.2,39,81,124,38.0,33.0,76,92,139,87,132,285,188,189,60,160,421,273,190,Second Line,73.0,1285.2333333333331,25.0,27.0,52.0,18.932862381348404,61.53846153846154,51.234544174129695,8474053,C,73.0,206.0,1989-03-28,CAN,2007.0,1.0,9.0,L,27,"[99, 94, 96, 86, 87]","[92, 90, 88, 77, 82]","[95, 93, 72, 90, 42]","['SJS', 'SJS', 'SJS', 'SJS', 'SJS']"
2016-2017,Logan Shaw,ANA,F,20.0,12.1,42.5,,6.8,24.5,4.5,16.6,15.9,58.9,75.5,88.4,85.5,46.1,14.0,338,371,243,,178.0,319,403,352,355,158,104,50,62,228,363,421,273,190,Fourth Line,55.0,534.0,3.0,7.0,10.0,5.207257129107775,48.148148148148145,44.20746381067605,8476400,R,75.0,208.0,1992-10-05,CAN,2011.0,3.0,76.0,R,23,"[None, None, None, 55, 5]","[None, None, None, 23, 9]","[None, None, None, 41, 47]","[None, None, None, 'FLA', 'ANA']"
2016-2017,Loui Eriksson,VAN,F,89.5,67.2,85.5,91.6,71.1,76.5,41.1,30.9,45.4,80.3,2.9,24.9,24.9,12.1,66.3,45,139,62,24.0,56.0,100,249,292,231,81,410,317,317,371,143,421,273,190,First Line,65.0,1214.05,11.0,13.0,24.0,13.5673497084104,47.05882352941176,47.61068451263979,8470626,L,74.0,179.0,1985-07-17,SWE,2003.0,2.0,33.0,L,31,"[88, 68, 85, 96, 79]","[84, 50, 69, 69, 64]","[44, 40, 30, 93, 81]","['DAL', 'BOS', 'BOS', 'BOS', 'VAN']"
2016-2017,Lukas Sedlak,CBJ,F,44.2,49.6,77.4,,,49.4,55.3,60.6,11.2,32.3,70.3,80.8,79.3,33.7,4.5,236,213,96,,,214,189,167,375,252,126,82,88,280,403,421,273,190,Fourth Line,62.0,602.8333333333334,7.0,6.0,13.0,6.298290943773245,56.09756097560976,54.262924737370234,8476310,C,72.0,205.0,1993-02-25,CZE,2011.0,6.0,158.0,L,23,"[None, None, None, None, 46]","[None, None, None, None, 49]","[None, None, None, None, 77]","[None, None, None, None, 'CBJ']"
2016-2017,Luke Glendening,DET,F,3.3,1.7,59.9,,36.8,7.8,5.5,25.9,42.0,24.7,87.4,5.5,50.6,15.7,43.5,408,415,170,,121.0,389,399,313,245,278,54,399,209,356,239,421,273,190,Fourth Line,74.0,955.7166666666668,3.0,11.0,14.0,9.516160283017763,39.53488372093023,45.041280201760706,8476822,C,71.0,190.0,1989-04-28,USA,,,,R,27,"[None, 40, 6, 8, 3]","[None, 18, 2, 4, 1]","[None, 46, 32, 65, 63]","[None, 'DET', 'DET', 'DET', 'DET']"
2016-2017,Magnus Paajarvi,STL,F,46.6,37.1,52.3,,,28.5,77.0,81.5,54.2,74.8,54.9,90.7,91.2,70.1,35.9,226,266,202,,,302,98,79,194,102,191,40,38,127,271,421,273,190,Fourth Line,32.0,388.98333333333335,8.0,5.0,13.0,4.929443322997146,66.66666666666666,53.875111135236295,8475175,L,75.0,206.0,1991-04-12,SWE,2009.0,1.0,10.0,L,25,"[28, 56, None, 49, 49]","[18, 29, None, 43, 32]","[44, 67, None, 46, 59]","['EDM', 'STL', None, 'STL', 'STL']"
2016-2017,Marcus Foligno,BUF,F,64.8,48.2,65.3,,62.1,61.5,32.1,12.4,22.3,82.7,93.1,2.4,27.3,5.7,64.6,149,219,147,,73.0,163,287,370,328,72,30,412,307,398,150,421,273,190,Third Line,80.0,1237.7333333333331,13.0,10.0,23.0,12.254584209079857,47.2972972972973,49.89700234982196,8475220,L,75.0,226.0,1991-08-10,USA,2009.0,4.0,104.0,L,25,"[75, 15, 22, 56, 78]","[79, 29, 42, 29, 58]","[53, 50, 19, 67, 73]","['BUF', 'BUF', 'BUF', 'BUF', 'BUF']"
2016-2017,Marcus Johansson,WSH,F,78.4,41.1,23.0,53.5,,88.4,68.2,28.0,76.0,98.3,22.3,35.6,23.3,87.4,50.6,92,249,325,128.0,,50,135,304,102,8,328,272,324,54,209,421,273,190,Second Line,82.0,1393.5,24.0,34.0,58.0,16.647213143474172,64.36781609195403,53.2620906403851,8475149,L,73.0,203.0,1990-10-06,SWE,2009.0,1.0,24.0,L,25,"[64, 19, 74, 65, 81]","[28, 44, 39, 38, 44]","[28, 4, 15, 7, 54]","['WSH', 'WSH', 'WSH', 'WSH', 'WSH']"
2016-2017,Marcus Kruger,CHI,F,38.2,58.2,96.7,,59.5,23.3,3.3,8.8,30.6,0.7,39.9,3.1,72.7,61.0,42.0,261,177,15,,78.0,324,408,385,293,376,254,409,116,165,245,421,273,190,Third Line,70.0,981.4333333333334,5.0,12.0,17.0,7.418032745061719,56.60377358490566,54.84503177495491,8475323,C,72.0,186.0,1990-05-27,SWE,2009.0,5.0,149.0,L,26,"[38, 53, 68, 11, 56]","[56, 43, 62, 46, 64]","[93, 98, 94, 83, 98]","['CHI', 'CHI', 'CHI', 'CHI', 'CHI']"
2016-2017,Marian Gaborik,LAK,F,63.2,88.4,27.6,61.9,,5.5,58.7,97.4,49.6,28.7,8.8,72.0,62.0,99.3,39.2,156,50,306,105.0,,399,175,12,213,263,385,119,161,4,257,421,273,190,Third Line,56.0,828.2166666666667,10.0,11.0,21.0,12.894782814221676,52.083333333333336,58.06243817529174,8468483,R,73.0,200.0,1982-02-14,SVK,2000.0,1.0,3.0,L,34,"[89, 70, 83, 65, 57]","[99, 78, 91, 85, 88]","[13, 21, 37, 32, 25]","['CBJ', 'LAK', 'LAK', 'LAK', 'LAK']"
2016-2017,Marian Hossa,CHI,F,72.2,86.7,50.1,3.7,33.7,8.8,64.1,89.1,39.2,73.9,11.9,36.1,38.7,91.9,89.8,118,57,211,264.0,127.0,385,152,47,257,104,372,270,259,35,44,421,273,190,Second Line,73.0,1230.6,26.0,19.0,45.0,20.889287898930156,53.333333333333336,51.726967849998,8466148,R,73.0,207.0,1979-01-12,SVK,1997.0,1.0,12.0,L,37,"[87, 78, 72, 61, 78]","[91, 88, 94, 86, 79]","[85, 62, 69, 49, 44]","['CHI', 'CHI', 'CHI', 'CHI', 'CHI']"
2016-2017,Mark Letestu,EDM,F,61.3,9.5,89.5,90.5,49.5,35.9,8.6,4.0,42.8,55.1,38.5,35.2,62.2,8.1,16.4,164,382,45,27.0,97.0,271,386,405,242,174,260,274,160,388,353,421,273,190,Third Line,78.0,1110.5,16.0,19.0,35.0,14.589446403282889,51.02040816326531,47.53115067847447,8473914,C,70.0,195.0,1985-02-04,CAN,,,,R,31,"[56, 54, 61, 61, 63]","[52, 25, 22, 7, 11]","[75, 94, 79, 89, 87]","['CBJ', 'CBJ', 'CBJ', 'EDM', 'EDM']"
2016-2017,Mark Scheifele,WPG,F,86.9,81.5,36.1,49.8,,89.5,84.6,72.7,96.7,90.0,36.3,6.4,5.9,92.6,87.4,56,79,270,138.0,,45,66,116,15,42,269,395,397,32,54,421,273,190,First Line,79.0,1624.1166666666666,32.0,50.0,82.0,23.44765806645596,55.55555555555556,52.52913037451842,8476460,C,75.0,207.0,1993-03-15,CAN,2011.0,1.0,7.0,R,23,"[None, 70, 89, 82, 85]","[None, 40, 73, 82, 83]","[None, 33, 81, 34, 30]","[None, 'WPG', 'WPG', 'WPG', 'WPG']"
2016-2017,Mark Stone,OTT,F,87.9,77.9,79.1,67.4,,92.9,77.4,33.0,80.8,69.8,15.4,28.5,20.9,35.6,71.5,52,94,89,90.0,,31,96,283,82,121,357,302,334,272,121,421,273,190,First Line,71.0,1317.8666666666668,22.0,32.0,54.0,18.291178350586705,57.647058823529406,53.98221501097085,8475913,R,75.0,210.0,1992-05-13,CAN,2010.0,6.0,178.0,R,24,"[None, None, 87, 62, 94]","[None, None, 75, 75, 82]","[None, None, 65, 81, 77]","[None, None, 'OTT', 'OTT', 'OTT']"
2016-2017,Marko Dano,WPG,F,58.0,46.6,72.2,22.0,,43.5,43.2,79.6,53.2,71.0,91.2,92.4,93.8,47.3,12.8,178,226,118,214.0,,239,240,87,198,116,38,33,27,223,368,421,273,190,Fourth Line,38.0,406.01666666666665,4.0,7.0,11.0,5.846479685781026,56.25,50.84872661756504,8477448,C,71.0,201.0,1994-11-30,AUT,2013.0,1.0,27.0,L,21,"[None, None, 56, 58, 59]","[None, None, 56, 51, 42]","[None, None, 71, 65, 74]","[None, None, 'CBJ', 'WPG', 'WPG']"
2016-2017,Markus Granlund,VAN,F,55.3,39.4,46.8,3.3,60.0,78.1,62.7,40.1,26.8,76.2,18.8,71.3,64.1,2.6,61.5,189,256,225,265.0,77.0,93,158,253,309,96,343,122,152,411,163,421,273,190,Second Line,69.0,1194.2833333333333,19.0,13.0,32.0,13.744321462837902,40.25974025974026,47.35751169908546,8476440,C,72.0,180.0,1993-04-16,FIN,2011.0,2.0,45.0,L,23,"[None, None, 39, 25, 73]","[None, None, 26, 21, 54]","[None, None, 41, 47, 47]","[None, None, 'CGY', 'VAN', 'VAN']"
2016-2017,Martin Hanzal,MIN,F,81.0,59.1,66.7,74.4,35.8,80.3,76.7,54.2,57.2,83.8,75.3,48.9,50.8,8.8,85.5,81,173,141,71.0,123.0,84,99,194,181,67,105,216,208,385,62,421,273,190,Second Line,71.0,1258.1,20.0,19.0,39.0,17.269598921794277,43.02325581395349,44.95494665909639,8471691,C,78.0,230.0,1987-02-20,CZE,2005.0,1.0,17.0,L,29,"[62, 48, 41, 79, 83]","[74, 62, 42, 68, 56]","[35, 53, 59, 73, 62]","['PHX', 'PHX', 'ARI', 'ARI', 'MIN']"
2016-2017,Mathieu Perreault,WPG,F,85.5,86.0,86.7,62.3,,7.1,32.5,67.7,83.4,78.1,51.8,55.8,41.3,76.5,61.3,62,60,57,104.0,,392,285,137,71,88,204,187,248,100,164,421,273,190,Second Line,65.0,1058.75,13.0,32.0,45.0,16.513128341622522,43.95604395604395,51.25493697304204,8473618,C,70.0,189.0,1988-01-05,CAN,2006.0,6.0,177.0,L,28,"[67, 72, 78, 88, 81]","[70, 76, 83, 89, 78]","[42, 49, 81, 92, 78]","['WSH', 'ANA', 'WPG', 'WPG', 'WPG']"
2016-2017,Mats Zuccarello,NYR,F,97.6,85.5,99.0,91.9,,75.1,47.5,23.8,94.3,87.2,39.7,19.5,2.1,49.2,86.9,11,62,5,23.0,,106,222,322,25,54,255,340,413,215,56,421,273,190,First Line,80.0,1506.3,15.0,44.0,59.0,17.835273012888102,57.77777777777777,53.992912419668585,8475692,R,68.0,181.0,1987-09-01,NOR,,,,L,29,"[60, 93, 92, 98, 96]","[64, 72, 79, 79, 87]","[79, 90, 98, 98, 98]","['NYR', 'NYR', 'NYR', 'NYR', 'NYR']"
2016-2017,Matt Beleskey,BOS,F,8.3,27.1,24.0,31.5,,67.7,39.4,34.2,12.4,12.4,87.2,69.8,64.6,62.7,30.6,387,308,321,188.0,,137,256,278,370,327,55,128,150,158,293,421,273,190,Fourth Line,49.0,650.0166666666667,3.0,5.0,8.0,5.632406494979757,35.294117647058826,51.001216753724506,8473492,L,72.0,207.0,1988-06-07,CAN,2006.0,4.0,112.0,L,28,"[3, 11, 73, 10, 4]","[4, 33, 30, 37, 22]","[11, 22, 44, 6, 51]","['ANA', 'ANA', 'ANA', 'BOS', 'BOS']"
2016-2017,Matt Calvert,CBJ,F,43.5,47.3,45.6,,78.9,21.9,34.7,63.4,16.2,56.5,59.6,41.3,57.0,40.9,46.1,239,223,230,,41.0,330,276,155,354,168,171,248,182,250,228,421,273,190,Fourth Line,65.0,867.5666666666666,10.0,5.0,15.0,11.358142830182706,43.13725490196079,44.75222784647782,8474685,L,71.0,186.0,1989-12-24,CAN,2008.0,5.0,127.0,L,26,"[61, 65, 70, 59, 25]","[47, 38, 31, 55, 47]","[81, 87, 53, 77, 24]","['CBJ', 'CBJ', 'CBJ', 'CBJ', 'CBJ']"
2016-2017,Matt Cullen,PIT,F,72.9,82.9,68.4,,71.6,65.6,65.6,66.7,66.3,28.3,22.1,30.4,56.3,64.6,21.9,115,73,134,,55.0,146,146,141,143,265,329,294,185,150,330,421,273,190,Third Line,72.0,1002.1333333333332,13.0,18.0,31.0,13.700614833627673,48.38709677419355,53.769916185721215,8464989,C,73.0,202.0,1976-11-02,USA,1996.0,2.0,35.0,L,39,"[78, 55, 61, 79, 67]","[76, 88, 77, 86, 80]","[24, 17, 50, 57, 77]","['MIN', 'NSH', 'NSH', 'PIT', 'PIT']"
2016-2017,Matt Duchene,COL,F,81.5,90.7,7.1,2.6,62.6,88.6,81.5,72.2,60.8,91.9,11.4,10.2,7.8,6.4,97.4,79,40,392,267.0,72.0,49,79,118,166,34,374,379,389,395,12,421,273,190,First Line,77.0,1409.4166666666667,18.0,23.0,41.0,19.21426850148704,34.78260869565217,46.49628987955818,8475168,C,71.0,211.0,1991-01-16,CAN,2009.0,1.0,3.0,L,25,"[88, 93, 92, 92, 61]","[94, 98, 93, 92, 86]","[4, 10, 8, 4, 11]","['COL', 'COL', 'COL', 'COL', 'COL']"
2016-2017,Matt Hendricks,EDM,F,9.0,3.6,72.7,,53.7,44.2,31.6,14.5,2.9,17.3,95.0,78.1,85.7,9.5,9.5,384,407,116,,89.0,236,289,361,410,309,22,93,61,382,382,421,273,190,Fourth Line,42.0,451.45,4.0,3.0,7.0,3.263763520706182,48.0,46.58421346195645,8468611,C,72.0,211.0,1981-06-17,USA,2000.0,5.0,131.0,L,35,"[46, 11, 6, 10, 18]","[26, 4, 5, 3, 7]","[84, 87, 77, 68, 72]","['WSH', 'EDM', 'EDM', 'EDM', 'EDM']"
2016-2017,Matt Martin,TOR,F,6.7,10.7,29.5,,,34.4,33.3,39.9,13.5,21.9,100.0,7.6,60.6,56.8,5.9,394,377,298,,,277,282,254,365,290,1,390,167,183,397,421,273,190,Fringe,82.0,729.6,5.0,4.0,9.0,6.047076997866375,50.0,48.17640120934698,8474709,L,75.0,215.0,1989-05-08,CAN,2008.0,5.0,148.0,L,27,"[6, 10, 13, 5, 11]","[3, 18, 20, 10, 12]","[42, 14, 25, 29, 35]","['NYI', 'NYI', 'NYI', 'NYI', 'TOR']"
2016-2017,Matt Moulson,BUF,F,76.0,79.8,43.2,80.2,,7.4,13.5,61.0,36.3,65.1,10.2,61.3,53.2,8.3,50.4,102,86,240,55.0,,391,365,165,269,139,379,164,198,387,210,421,273,190,Fourth Line,81.0,940.1333333333332,14.0,18.0,32.0,15.577464617579647,46.93877551020408,53.64974852605013,8470852,L,73.0,203.0,1983-11-01,CAN,2003.0,9.0,263.0,L,32,"[94, 83, 82, 69, 78]","[94, 90, 95, 73, 79]","[7, 16, 3, 42, 71]","['NYI', 'MIN', 'BUF', 'BUF', 'BUF']"
2016-2017,Matt Nieto,COL,F,28.7,36.1,39.4,,26.8,13.3,21.6,50.8,12.8,64.6,26.8,51.8,55.6,74.3,56.3,301,270,256,,140.0,366,331,208,368,141,309,204,188,109,185,421,273,190,Third Line,59.0,880.5666666666667,7.0,6.0,13.0,8.381907135314423,34.146341463414636,49.2634431217503,8476442,L,71.0,189.0,1992-11-05,USA,2011.0,2.0,47.0,L,23,"[None, 24, 22, 39, 31]","[None, 28, 48, 47, 28]","[None, 31, 28, 29, 58]","[None, 'SJS', 'SJS', 'SJS', 'COL']"
2016-2017,Matt Puempel,NYR,F,33.3,25.9,40.4,,,48.2,32.3,36.1,22.6,61.9,55.8,95.2,93.6,10.5,3.3,282,313,252,,,219,286,270,327,149,187,21,28,378,408,421,273,190,Fourth Line,40.0,385.75,6.0,3.0,9.0,4.572025172072087,32.0,47.428019815840976,8476477,L,73.0,201.0,1993-01-24,CAN,2011.0,1.0,24.0,L,23,"[None, None, None, None, 37]","[None, None, None, None, 28]","[None, None, None, None, 40]","[None, None, None, None, 'NYR']"
2016-2017,Matt Read,PHI,F,53.7,47.0,88.4,,24.7,16.4,28.7,39.2,41.8,55.8,74.6,45.4,48.0,24.5,52.0,196,224,50,,144.0,353,301,257,246,171,108,231,220,319,203,421,273,190,Third Line,63.0,869.1,10.0,9.0,19.0,8.535569705464534,52.63157894736842,51.57295977753098,8476177,R,70.0,188.0,1986-06-14,CAN,,,,R,30,"[65, 77, 16, 50, 62]","[41, 52, 23, 61, 43]","[34, 74, 44, 84, 90]","['PHI', 'PHI', 'PHI', 'PHI', 'PHI']"
2016-2017,Matt Stajan,CGY,F,26.6,47.7,89.3,,6.3,48.0,17.1,3.6,60.6,4.8,41.6,3.3,50.1,17.1,29.0,310,221,46,,179.0,220,350,407,167,359,247,408,211,350,300,421,273,190,Fourth Line,81.0,1027.1833333333334,6.0,17.0,23.0,6.43355774743866,50.0,48.68619851907459,8470162,C,73.0,195.0,1983-12-19,CAN,2002.0,2.0,57.0,L,32,"[79, 52, 31, 32, 29]","[72, 78, 66, 53, 39]","[88, 56, 63, 57, 96]","['CGY', 'CGY', 'CGY', 'CGY', 'CGY']"
2016-2017,Matthew Tkachuk,CGY,F,76.5,77.4,55.6,56.4,,17.8,43.0,64.1,98.8,79.1,42.5,1.0,35.4,95.7,62.0,100,96,188,120.0,,347,241,152,6,85,243,418,273,19,161,421,273,190,Third Line,76.0,1114.2333333333331,13.0,35.0,48.0,15.014591967975786,58.44155844155844,53.89903239794237,8479314,L,74.0,202.0,1997-12-11,USA,2016.0,1.0,6.0,L,18,"[None, None, None, None, 77]","[None, None, None, None, 77]","[None, None, None, None, 56]","[None, None, None, None, 'CGY']"
2016-2017,Max Domi,ARI,F,40.9,48.9,3.1,79.9,,62.9,39.7,22.3,96.2,83.1,5.7,50.6,44.4,2.4,86.0,250,216,409,56.0,,157,255,328,17,70,398,209,235,412,60,421,273,190,Second Line,59.0,1001.8666666666668,9.0,29.0,38.0,11.35982338124815,48.61111111111111,39.82611647210745,8477503,C,70.0,208.0,1995-03-02,CAN,2013.0,1.0,12.0,L,21,"[None, None, None, 75, 9]","[None, None, None, 53, 45]","[None, None, None, 9, 1]","[None, None, None, 'ARI', 'ARI']"
2016-2017,Max Pacioretty,MTL,F,81.9,94.3,18.8,12.1,82.1,97.4,95.2,92.6,75.3,15.7,50.1,25.9,3.8,72.7,85.0,77,25,343,241.0,35.0,12,21,32,105,315,211,313,406,116,64,421,273,190,First Line,81.0,1553.3,35.0,32.0,67.0,27.435646929949865,56.98924731182796,53.69238946063996,8474157,L,74.0,217.0,1988-11-20,USA,2007.0,1.0,22.0,L,27,"[94, 92, 81, 82, 80]","[87, 82, 88, 94, 93]","[91, 53, 34, 35, 12]","['MTL', 'MTL', 'MTL', 'MTL', 'MTL']"
